id,text,text_clean,language,category,is_scam,risk_level,ground_truth_label,source,version,extracted_entities,annotation_notes,created_at,updated_at
GOLD_KYC_SCAM_0012,HDFC Bank: Your KYC documents are rejected. Re-submit at http://hdfc-kyc-reverify.in within 24 hours.,hdfc bank: your kyc documents are rejected. re-submit at http://hdfc-kyc-reverify.in within 24 hours.,en,KYC_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for KYC_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_KYC_SCAM_0013,ICICI Prudential: KYC pending for your insurance policy. Policy will lapse. Upload at http://icicipru-kyc.tk,icici prudential: kyc pending for your insurance policy. policy will lapse. upload at http://icicipru-kyc.tk,en,KYC_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for KYC_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_KYC_SCAM_0014,RBI mandate: All bank accounts must complete Video KYC by March 31. Book slot: http://vkyc-rbi.xyz,rbi mandate: all bank accounts must complete video kyc by march 31. book slot: http://vkyc-rbi.xyz,en,KYC_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for KYC_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_KYC_SCAM_0015,Your demat account KYC is expired. Shares will be frozen. Update at http://demat-kyc.in,your demat account kyc is expired. shares will be frozen. update at http://demat-kyc.in,en,KYC_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for KYC_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_KYC_SCAM_0016,Aadhaar based e-KYC failed for your HDFC account. Visit nearest branch or click http://ekyc-fix.xyz,aadhaar based e-kyc failed for your hdfc account. visit nearest branch or click http://ekyc-fix.xyz,en,KYC_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for KYC_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_KYC_SCAM_0017,Mutual Fund KYC is mandatory. Your investments will be halted. Complete at http://mf-kyc.tk,mutual fund kyc is mandatory. your investments will be halted. complete at http://mf-kyc.tk,en,KYC_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for KYC_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_KYC_SCAM_0018,Your PM Kisan KYC is due by 15th. Benefits will stop. Update at http://pmkisan-kyc-update.xyz,your pm kisan kyc is due by 15th. benefits will stop. update at http://pmkisan-kyc-update.xyz,en,KYC_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for KYC_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_KYC_SCAM_0019,"Insurance KYC: Your policy will be surrendered if not completed. Documents needed: Aadhaar, PAN.","insurance kyc: your policy will be surrendered if not completed. documents needed: aadhaar, pan.",en,KYC_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for KYC_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_KYC_SCAM_0020,TRAI: SIM KYC expired for your mobile number. Re-verify at http://sim-kyc-verify.in or line cut.,trai: sim kyc expired for your mobile number. re-verify at http://sim-kyc-verify.in or line cut.,en,KYC_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for KYC_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_BANKING_FRAUD_0021,"SBI Alert: Rs 45,000 withdrawn from your account at Mumbai ATM. Not you? Call 1800-123-4567 immediately.","sbi alert: rs 45,000 withdrawn from your account at mumbai atm. not you? call 1800-123-4567 immediately.",en,BANKING_FRAUD,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for BANKING_FRAUD.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_BANKING_FRAUD_0022,HDFC Bank: Your debit card blocked due to 3 wrong PIN attempts. Unblock at http://hdfc-unblock.xyz,hdfc bank: your debit card blocked due to 3 wrong pin attempts. unblock at http://hdfc-unblock.xyz,en,BANKING_FRAUD,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for BANKING_FRAUD.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_BANKING_FRAUD_0023,ICICI Bank: Your net banking password will expire today. Renew at http://icici-renew.in,icici bank: your net banking password will expire today. renew at http://icici-renew.in,en,BANKING_FRAUD,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for BANKING_FRAUD.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_BANKING_FRAUD_0024,"Axis Bank: Your account has been credited with Rs 75,000 from unknown source. Return via this link.","axis bank: your account has been credited with rs 75,000 from unknown source. return via this link.",en,BANKING_FRAUD,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for BANKING_FRAUD.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_BANKING_FRAUD_0025,PNB: New login from Delhi detected on your account. Secure at http://pnb-alert.xyz,pnb: new login from delhi detected on your account. secure at http://pnb-alert.xyz,en,BANKING_FRAUD,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for BANKING_FRAUD.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_BANKING_FRAUD_0026,Canara Bank: Your cheque book ordered successfully. Delivery tracking: http://canara-cheque.tk,canara bank: your cheque book ordered successfully. delivery tracking: http://canara-cheque.tk,en,BANKING_FRAUD,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for BANKING_FRAUD.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_BANKING_FRAUD_0027,Bank of Baroda: Your international transactions blocked due to security reasons. Unblock globally at http://bob-global.xyz,bank of baroda: your international transactions blocked due to security reasons. unblock globally at http://bob-global.xyz,en,BANKING_FRAUD,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for BANKING_FRAUD.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_BANKING_FRAUD_0028,"Kotak Mahindra: Your credit card EMI payment failed. Pay Rs 12,500 now to avoid late fee: http://kotak-pay.in","kotak mahindra: your credit card emi payment failed. pay rs 12,500 now to avoid late fee: http://kotak-pay.in",en,BANKING_FRAUD,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for BANKING_FRAUD.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_BANKING_FRAUD_0029,"Yes Bank: Your savings account converted to premium. Annual fee Rs 3,500 deducted. Dispute? Call 1800-258-3690.","yes bank: your savings account converted to premium. annual fee rs 3,500 deducted. dispute? call 1800-258-3690.",en,BANKING_FRAUD,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for BANKING_FRAUD.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_BANKING_FRAUD_0030,"IndusInd Bank: Your salary account upgraded to Private Banking. Fee of Rs 12,500 applicable.","indusind bank: your salary account upgraded to private banking. fee of rs 12,500 applicable.",en,BANKING_FRAUD,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for BANKING_FRAUD.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_BANKING_FRAUD_0031,SBI: Your account is marked as dormant. Activate now at http://sbi-activate.xyz,sbi: your account is marked as dormant. activate now at http://sbi-activate.xyz,en,BANKING_FRAUD,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for BANKING_FRAUD.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_BANKING_FRAUD_0032,HDFC Bank: Unauthorized access detected from Kolkata IP. Confirm identity at http://hdfc-safe.in,hdfc bank: unauthorized access detected from kolkata ip. confirm identity at http://hdfc-safe.in,en,BANKING_FRAUD,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for BANKING_FRAUD.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_BANKING_FRAUD_0033,"ICICI Bank: Your credit card fraud alert. Transaction of Rs 65,000 at Apple Store. Block card? Reply BLOCK.","icici bank: your credit card fraud alert. transaction of rs 65,000 at apple store. block card? reply block.",en,BANKING_FRAUD,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for BANKING_FRAUD.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_BANKING_FRAUD_0034,"Axis Bank reward points: 25,000 points expiring. Redeem at http://axis-rewards.xyz","axis bank reward points: 25,000 points expiring. redeem at http://axis-rewards.xyz",en,BANKING_FRAUD,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for BANKING_FRAUD.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_COURIER_SCAM_0035,"FedEx: Your international parcel contains undeclared items. Customs clearance fee Rs 8,500: http://fedex-fee.xyz","fedex: your international parcel contains undeclared items. customs clearance fee rs 8,500: http://fedex-fee.xyz",en,COURIER_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for COURIER_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_COURIER_SCAM_0036,"DHL: Your shipment from New York is detained. Insurance fee Rs 3,200 required: http://dhl-insure.tk","dhl: your shipment from new york is detained. insurance fee rs 3,200 required: http://dhl-insure.tk",en,COURIER_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for COURIER_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_COURIER_SCAM_0037,"Blue Dart: Your passport delivery requires Rs 1,500 address verification fee. Pay now.","blue dart: your passport delivery requires rs 1,500 address verification fee. pay now.",en,COURIER_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for COURIER_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_COURIER_SCAM_0038,India Post: Your registered parcel held due to incomplete address. Update at http://indiapost-update.in,india post: your registered parcel held due to incomplete address. update at http://indiapost-update.in,en,COURIER_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for COURIER_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_COURIER_SCAM_0039,"Amazon Logistics: Your package damaged in transit. Claim Rs 12,500 compensation: http://amazon-claim.xyz","amazon logistics: your package damaged in transit. claim rs 12,500 compensation: http://amazon-claim.xyz",en,COURIER_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for COURIER_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_COURIER_SCAM_0040,"Delhivery: Your COD order of Rs 25,000 out for delivery. Confirm payment method: http://delhivery-pay.tk","delhivery: your cod order of rs 25,000 out for delivery. confirm payment method: http://delhivery-pay.tk",en,COURIER_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for COURIER_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_COURIER_SCAM_0041,"DTDC: Your courier from Dubai requires customs clearance of Rs 15,000. Pay at http://dtdc-customs.xyz","dtdc: your courier from dubai requires customs clearance of rs 15,000. pay at http://dtdc-customs.xyz",en,COURIER_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for COURIER_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_COURIER_SCAM_0042,Shiprocket: Your parcel weight mismatch. Additional Rs 500 shipping charge required.,shiprocket: your parcel weight mismatch. additional rs 500 shipping charge required.,en,COURIER_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for COURIER_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_OTP_SCAM_0043,"Your Google verification code is 482916. Do not share this code with anyone. If not you, call 1800-425-6789.","your google verification code is 482916. do not share this code with anyone. if not you, call 1800-425-6789.",en,OTP_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for OTP_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_OTP_SCAM_0044,Facebook security: OTP 739185 for login from Mumbai. Not you? Secure account: http://fb-secure.xyz,facebook security: otp 739185 for login from mumbai. not you? secure account: http://fb-secure.xyz,en,OTP_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for OTP_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_OTP_SCAM_0045,"WhatsApp Web login attempt detected. OTP 561234. If not you, reset at http://whatsapp-reset.tk","whatsapp web login attempt detected. otp 561234. if not you, reset at http://whatsapp-reset.tk",en,OTP_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for OTP_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_OTP_SCAM_0046,"SBI OTP 891234 for transfer of Rs 45,000 to account XX6789. If not authorised, call immediately.","sbi otp 891234 for transfer of rs 45,000 to account xx6789. if not authorised, call immediately.",en,OTP_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for OTP_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_OTP_SCAM_0047,"GPay transaction OTP: 623489. Amount: Rs 12,500 to Paytm merchant. Not you? Block at http://gpay-block.in","gpay transaction otp: 623489. amount: rs 12,500 to paytm merchant. not you? block at http://gpay-block.in",en,OTP_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for OTP_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_OTP_SCAM_0048,"Microsoft account recovery OTP: 451278. If you did not request this, ignore or visit http://microsoft-alert.xyz","microsoft account recovery otp: 451278. if you did not request this, ignore or visit http://microsoft-alert.xyz",en,OTP_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for OTP_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_OTP_SCAM_0049,Telegram: Login OTP 782345. Someone is trying to access your account from Hyderabad.,telegram: login otp 782345. someone is trying to access your account from hyderabad.,en,OTP_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for OTP_SCAM.,2026-07-30T11:02:16.779Z,2026-07-30T11:02:16.779Z
GOLD_OTP_SCAM_0050,IRCTC: OTP 945612 for booking cancellation of PNR 4567890123. Not you? Contact support.,irctc: otp 945612 for booking cancellation of pnr 4567890123. not you? contact support.,en,OTP_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for OTP_SCAM.,2026-07-30T11:02:16.780Z,2026-07-30T11:02:16.780Z
GOLD_INVESTMENT_SCAM_0051,"Stock market tip: Midcap gem identified. 300% returns in 6 months. Join paid group Rs 12,999. Call 1800-258-3690.","stock market tip: midcap gem identified. 300% returns in 6 months. join paid group rs 12,999. call 1800-258-3690.",en,INVESTMENT_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for INVESTMENT_SCAM.,2026-07-30T11:02:16.780Z,2026-07-30T11:02:16.780Z
GOLD_INVESTMENT_SCAM_0052,"Mutual fund SIP: 28% annualized returns guaranteed. Minimum Rs 3,000/month. Free consultation now.","mutual fund sip: 28% annualized returns guaranteed. minimum rs 3,000/month. free consultation now.",en,INVESTMENT_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for INVESTMENT_SCAM.,2026-07-30T11:02:16.780Z,2026-07-30T11:02:16.780Z
GOLD_INVESTMENT_SCAM_0053,"Forex trading: Make Rs 25,000 per day with our AI robot. One-time setup fee Rs 15,000: http://forex-robot.xyz","forex trading: make rs 25,000 per day with our ai robot. one-time setup fee rs 15,000: http://forex-robot.xyz",en,INVESTMENT_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for INVESTMENT_SCAM.,2026-07-30T11:02:16.780Z,2026-07-30T11:02:16.780Z
GOLD_INVESTMENT_SCAM_0054,"IPO allotment guaranteed for HNI category. Invest Rs 50,000 for 10x returns. Limited seats.","ipo allotment guaranteed for hni category. invest rs 50,000 for 10x returns. limited seats.",en,INVESTMENT_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for INVESTMENT_SCAM.,2026-07-30T11:02:16.780Z,2026-07-30T11:02:16.780Z
GOLD_INVESTMENT_SCAM_0055,"Real estate: Buy under-construction flats in Noida at 50% market rate. Booking amount Rs 25,000.","real estate: buy under-construction flats in noida at 50% market rate. booking amount rs 25,000.",en,INVESTMENT_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for INVESTMENT_SCAM.,2026-07-30T11:02:16.780Z,2026-07-30T11:02:16.780Z
GOLD_INVESTMENT_SCAM_0056,"Gold savings: Pay Rs 11,000 for 11 months, get 1 year free. Total 13 months gold at 11 months price.","gold savings: pay rs 11,000 for 11 months, get 1 year free. total 13 months gold at 11 months price.",en,INVESTMENT_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for INVESTMENT_SCAM.,2026-07-30T11:02:16.780Z,2026-07-30T11:02:16.780Z
GOLD_INVESTMENT_SCAM_0057,"P2P lending: 24% interest on your investment. Principal protected. Start with Rs 10,000 at http://p2p-earn.tk","p2p lending: 24% interest on your investment. principal protected. start with rs 10,000 at http://p2p-earn.tk",en,INVESTMENT_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for INVESTMENT_SCAM.,2026-07-30T11:02:16.780Z,2026-07-30T11:02:16.780Z
GOLD_INVESTMENT_SCAM_0058,"Cattle farming investment: 35% returns annually. Buy a cow for Rs 50,000, earn Rs 17,500 yearly.","cattle farming investment: 35% returns annually. buy a cow for rs 50,000, earn rs 17,500 yearly.",en,INVESTMENT_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for INVESTMENT_SCAM.,2026-07-30T11:02:16.780Z,2026-07-30T11:02:16.780Z
GOLD_INVESTMENT_SCAM_0059,"HYIP: High yield investment program. 5% daily returns for 30 days. Minimum deposit Rs 5,000.","hyip: high yield investment program. 5% daily returns for 30 days. minimum deposit rs 5,000.",en,INVESTMENT_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for INVESTMENT_SCAM.,2026-07-30T11:02:16.780Z,2026-07-30T11:02:16.780Z
GOLD_INVESTMENT_SCAM_0060,"Your old LIC policy matured: Rs 2,85,000 ready for settlement. Pay Rs 8,500 processing fee.","your old lic policy matured: rs 2,85,000 ready for settlement. pay rs 8,500 processing fee.",en,INVESTMENT_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for INVESTMENT_SCAM.,2026-07-30T11:02:16.780Z,2026-07-30T11:02:16.780Z
GOLD_JOB_SCAM_0061,"Data entry job: Earn Rs 60,000/month from home. Registration fee Rs 2,999. Limited positions.","data entry job: earn rs 60,000/month from home. registration fee rs 2,999. limited positions.",en,JOB_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for JOB_SCAM.,2026-07-30T11:02:16.780Z,2026-07-30T11:02:16.780Z
GOLD_JOB_SCAM_0062,"Google is hiring remote data annotators. Salary Rs 45,000/month. Apply with Rs 1,500 registration: http://google-jobs.xyz","google is hiring remote data annotators. salary rs 45,000/month. apply with rs 1,500 registration: http://google-jobs.xyz",en,JOB_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for JOB_SCAM.,2026-07-30T11:02:16.780Z,2026-07-30T11:02:16.780Z
GOLD_JOB_SCAM_0063,"Air India ground staff recruitment. Age 18-30. Application fee Rs 3,500. Last date 31 July.","air india ground staff recruitment. age 18-30. application fee rs 3,500. last date 31 july.",en,JOB_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for JOB_SCAM.,2026-07-30T11:02:16.780Z,2026-07-30T11:02:16.780Z
GOLD_JOB_SCAM_0064,"Work from home: Amazon product reviewers needed. Rs 500 per review. Join now: membership Rs 2,500.","work from home: amazon product reviewers needed. rs 500 per review. join now: membership rs 2,500.",en,JOB_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for JOB_SCAM.,2026-07-30T11:02:16.780Z,2026-07-30T11:02:16.780Z
GOLD_JOB_SCAM_0065,"Call center jobs in Mumbai: Voice process. Salary Rs 35,000 + incentives. Training bond Rs 25,000.","call center jobs in mumbai: voice process. salary rs 35,000 + incentives. training bond rs 25,000.",en,JOB_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for JOB_SCAM.,2026-07-30T11:02:16.780Z,2026-07-30T11:02:16.780Z
GOLD_JOB_SCAM_0066,"Government job: Postal department vacancies. Guaranteed selection. Coaching fee Rs 45,000.","government job: postal department vacancies. guaranteed selection. coaching fee rs 45,000.",en,JOB_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for JOB_SCAM.,2026-07-30T11:02:16.780Z,2026-07-30T11:02:16.780Z
GOLD_JOB_SCAM_0067,"Freelance translation: English to Hindi translators needed. Pay per word. Portfolio fee Rs 1,000.","freelance translation: english to hindi translators needed. pay per word. portfolio fee rs 1,000.",en,JOB_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for JOB_SCAM.,2026-07-30T11:02:16.780Z,2026-07-30T11:02:16.780Z
GOLD_JOB_SCAM_0068,"Modeling assignment for international brand. Stipend Rs 2 lakh. Registration Rs 7,500.","modeling assignment for international brand. stipend rs 2 lakh. registration rs 7,500.",en,JOB_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for JOB_SCAM.,2026-07-30T11:02:16.780Z,2026-07-30T11:02:16.780Z
GOLD_LOTTERY_SCAM_0069,"KBC lucky draw: You won Rs 75,00,000 in Sony TV contest. Claim ID WIN789. Call 1800-123-4567.","kbc lucky draw: you won rs 75,00,000 in sony tv contest. claim id win789. call 1800-123-4567.",en,LOTTERY_SCAM,True,HIGH,scam,gold_evaluation,1.0.0-gold,{},Gold evaluation sample for LOTTERY_SCAM.,2026-07-30T11:02:16.780Z,2026-07-30T11:02:16.780Z
