id,text,text_clean,language,category,is_scam,risk_level,ground_truth_label,source,version,extracted_entities,annotation_notes,created_at,updated_at
AADHAAR_SCAM_0011,Instagram: Your account has been hacked. Recover now: https://instagram-recovery.xyz/login,instagram: your account has been hacked. recover now: https://instagram-recovery.xyz/login,en,AADHAAR_SCAM,True,HIGH,scam,manual,2.0.0-alpha,,,,
AADHAAR_SCAM_0012,LinkedIn: Someone tried to access your account from Russia. Secure here: http://bit.ly/linkedin-secure,linkedin: someone tried to access your account from russia. secure here: http://bit.ly/linkedin-secure,en,AADHAAR_SCAM,True,HIGH,scam,manual,2.0.0-alpha,,,,
AADHAAR_SCAM_0013,Twitter: Your account has been restricted. Appeal at https://twitter-appeal.tk to restore your account.,twitter: your account has been restricted. appeal at https://twitter-appeal.tk to restore your account.,en,AADHAAR_SCAM,True,HIGH,scam,manual,2.0.0-alpha,,,,
AADHAAR_SCAM_0014,Microsoft: Unusual sign-in detected. Verify your identity at https://microsoft-account-verify.com,microsoft: unusual sign-in detected. verify your identity at https://microsoft-account-verify.com,en,AADHAAR_SCAM,True,HIGH,scam,manual,2.0.0-alpha,,,,
AADHAAR_SCAM_0015,Your Apple ID has been locked for security reasons. Unlock here: https://apple-id-unlock.xyz,your apple id has been locked for security reasons. unlock here: https://apple-id-unlock.xyz,en,AADHAAR_SCAM,True,HIGH,scam,manual,2.0.0-alpha,,,,
BANKING_FRAUD_0001,ALERT: Your SBI Account has been temporarily locked due to suspicious activity. Click here immediately to verify: sbi-secure-verify.com/update OR call 9876543210. Failure to verify within 2 hours will result in permanent account closure.,alert: your sbi account has been temporarily locked due to suspicious activity. click here immediately to verify: sbi-secure-verify.com/update or call 9876543210. failure to verify within 2 hours will result in permanent account closure.,en,BANKING_FRAUD,True,CRITICAL,scam,rbi,2.0.0-alpha,,,,
BANKING_FRAUD_0002,RBI NOTICE: Your bank account has suspicious activity. Failure to verify today may lead to legal action and account freeze.,rbi notice: your bank account has suspicious activity. failure to verify today may lead to legal action and account freeze.,en,BANKING_FRAUD,True,CRITICAL,scam,rbi,2.0.0-alpha,,,,
BANKING_FRAUD_0003,"Dear user, your account will be suspended. OTP 782345 required for verification. Reply with OTP.","dear user, your account will be suspended. otp 782345 required for verification. reply with otp.",en,BANKING_FRAUD,True,CRITICAL,scam,manual,2.0.0-alpha,,,,
BANKING_FRAUD_0004,Your HDFC account has been blocked due to suspicious activity. Call 1800-XXX-XXXX immediately to reactivate.,your hdfc account has been blocked due to suspicious activity. call 1800-xxx-xxxx immediately to reactivate.,en,BANKING_FRAUD,True,CRITICAL,scam,manual,2.0.0-alpha,,,,
BANKING_FRAUD_0005,SBI Alert: Your debit card has been deactivated. Update KYC at https://sbi-kyc-update.xyz or your account will be frozen.,sbi alert: your debit card has been deactivated. update kyc at https://sbi-kyc-update.xyz or your account will be frozen.,en,BANKING_FRAUD,True,CRITICAL,scam,manual,2.0.0-alpha,,,,
BANKING_FRAUD_0006,ICICI Bank: Your account is temporarily suspended. Click here to restore access: http://bit.ly/icici-restore,icici bank: your account is temporarily suspended. click here to restore access: http://bit.ly/icici-restore,en,BANKING_FRAUD,True,CRITICAL,scam,manual,2.0.0-alpha,,,,
BANKING_FRAUD_0007,Axis Bank Warning: Unauthorized login detected from New Delhi. Confirm your identity or your account will be blocked permanently.,axis bank warning: unauthorized login detected from new delhi. confirm your identity or your account will be blocked permanently.,en,BANKING_FRAUD,True,CRITICAL,scam,manual,2.0.0-alpha,,,,
BANKING_FRAUD_0008,Your Kotak Mahindra net banking has been locked. Call our helpdesk on 022-XXXX-XXXX to unlock within 24 hours.,your kotak mahindra net banking has been locked. call our helpdesk on 022-xxxx-xxxx to unlock within 24 hours.,en,BANKING_FRAUD,True,CRITICAL,scam,manual,2.0.0-alpha,,,,
BANKING_FRAUD_0009,"PNB Alert: Rs 49,500 debited from your account. Not you? Call 1800-XXX-XXX immediately to reverse. OTP: 491823","pnb alert: rs 49,500 debited from your account. not you? call 1800-xxx-xxx immediately to reverse. otp: 491823",en,BANKING_FRAUD,True,CRITICAL,scam,manual,2.0.0-alpha,,,,
BANKING_FRAUD_0010,Canara Bank: Your account KYC is expired. Update now or account will be suspended. https://canara-kyc.com/update,canara bank: your account kyc is expired. update now or account will be suspended. https://canara-kyc.com/update,en,BANKING_FRAUD,True,CRITICAL,scam,manual,2.0.0-alpha,,,,
BANKING_FRAUD_0011,RBI Warning: Your bank account linked to illegal transactions. Call 011-XXXX-XXXX immediately to avoid legal action.,rbi warning: your bank account linked to illegal transactions. call 011-xxxx-xxxx immediately to avoid legal action.,en,BANKING_FRAUD,True,CRITICAL,scam,manual,2.0.0-alpha,,,,
BANKING_FRAUD_0012,HDFC Bank: Your credit card application has been approved. Pay Rs 999 processing fee to receive your card.,hdfc bank: your credit card application has been approved. pay rs 999 processing fee to receive your card.,en,BANKING_FRAUD,True,CRITICAL,scam,manual,2.0.0-alpha,,,,
BANKING_FRAUD_0013,YES BANK: Fraud detected on your account. Share your account details to secure your funds. Send details to fraud@yesbank-verify.com,yes bank: fraud detected on your account. share your account details to secure your funds. send details to fraud@yesbank-verify.com,en,BANKING_FRAUD,True,CRITICAL,scam,manual,2.0.0-alpha,,,,
BANKING_FRAUD_0014,State Bank of India: Your account will be deactivated. Click https://sbi-secure-login.xyz to verify your credentials now.,state bank of india: your account will be deactivated. click https://sbi-secure-login.xyz to verify your credentials now.,en,BANKING_FRAUD,True,CRITICAL,scam,manual,2.0.0-alpha,,,,
BANKING_FRAUD_0015,"Bank of Baroda: Your savings account has been credited with INR 50,000. Pay Rs 2500 processing fee to claim this amount.","bank of baroda: your savings account has been credited with inr 50,000. pay rs 2500 processing fee to claim this amount.",en,BANKING_FRAUD,True,CRITICAL,scam,manual,2.0.0-alpha,,,,
BANKING_FRAUD_0016,IDBI Bank: 2-factor authentication expired. Update immediately at https://idbi-update.tk or service will be disconnected.,idbi bank: 2-factor authentication expired. update immediately at https://idbi-update.tk or service will be disconnected.,en,BANKING_FRAUD,True,CRITICAL,scam,manual,2.0.0-alpha,,,,
BANKING_FRAUD_0017,Union Bank Alert: Your ATM card has been blocked. Call 1800-XXX-XXXX to reactivate. Do not ignore this message.,union bank alert: your atm card has been blocked. call 1800-xxx-xxxx to reactivate. do not ignore this message.,en,BANKING_FRAUD,True,CRITICAL,scam,manual,2.0.0-alpha,,,,
BANKING_FRAUD_0018,"IndusInd Bank: New device login detected from Mumbai. If not you, secure your account now: http://bit.ly/indus-secure","indusind bank: new device login detected from mumbai. if not you, secure your account now: http://bit.ly/indus-secure",en,BANKING_FRAUD,True,CRITICAL,scam,manual,2.0.0-alpha,,,,
BANKING_FRAUD_0019,"SEBI Alert: Your trading account has been used for unauthorized trades. Pay Rs 10,000 penalty to avoid suspension of demat account.","sebi alert: your trading account has been used for unauthorized trades. pay rs 10,000 penalty to avoid suspension of demat account.",en,BANKING_FRAUD,True,CRITICAL,scam,manual,2.0.0-alpha,,,,
BANKING_FRAUD_0020,"SBI Alert: Your debit card transaction of ₹45,999 at Shoppers Stop. If not you, block: http://sbi-block.in","sbi alert: your debit card transaction of ₹45,999 at shoppers stop. if not you, block: http://sbi-block.in",en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0021,"HDFC Bank: Your account credited ₹1,00,000. Verify OTP 784321 to reverse if incorrect.","hdfc bank: your account credited ₹1,00,000. verify otp 784321 to reverse if incorrect.",en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0022,ICICI: Your net banking password will expire. Click to renew: http://icici-renew.in,icici: your net banking password will expire. click to renew: http://icici-renew.in,en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0023,"Axis Bank Alert: ₹28,500 withdrawn from ATM. Dispute: http://axis-dispute.com","axis bank alert: ₹28,500 withdrawn from atm. dispute: http://axis-dispute.com",en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0024,Your SBI ATM card has been blocked. Unblock: http://sbi-unblock.in,your sbi atm card has been blocked. unblock: http://sbi-unblock.in,en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0025,Kotak Mahindra: New device login detected. Click to verify: http://kotak-verify.in,kotak mahindra: new device login detected. click to verify: http://kotak-verify.in,en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0026,"PNB: Your account has been credited with ₹12,000 government subsidy.","pnb: your account has been credited with ₹12,000 government subsidy.",en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0027,"Yes Bank: Your reward points worth ₹5,000 are expiring. Redeem: http://yes-rewards.in","yes bank: your reward points worth ₹5,000 are expiring. redeem: http://yes-rewards.in",en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0028,"Bank of India: Your loan of ₹5,00,000 pre-approved. Accept offer: http://boi-loan.in","bank of india: your loan of ₹5,00,000 pre-approved. accept offer: http://boi-loan.in",en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0029,SBI Life: Your insurance premium payment failed. Re-pay: http://sbilife-pay.in,sbi life: your insurance premium payment failed. re-pay: http://sbilife-pay.in,en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0030,RBI: Your bank account has been compromised. Freeze now by sharing OTP.,rbi: your bank account has been compromised. freeze now by sharing otp.,en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0031,"IndusInd: Your credit card limit increased to ₹5,00,000. Activate: http://indusind-cc.in","indusind: your credit card limit increased to ₹5,00,000. activate: http://indusind-cc.in",en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0032,"Your SBI savings account no. ****1234 is debited ₹32,000. Not you? Call 1800-123-4567.","your sbi savings account no. ****1234 is debited ₹32,000. not you? call 1800-123-4567.",en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0033,HDFC: Reward points cashout link: http://hdfc-rewards.in. Expires soon.,hdfc: reward points cashout link: http://hdfc-rewards.in. expires soon.,en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0034,"Unga UPI transaction ₹12,599 ku approval kudunga. Link: http://bit.ly/upi-tn","unga upi transaction ₹12,599 ku approval kudunga. link: http://bit.ly/upi-tn",en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0035,SBI la unga account block aagum. KYC update pannungga: http://sbi-kyc-tamil.in,sbi la unga account block aagum. kyc update pannungga: http://sbi-kyc-tamil.in,ta-en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0036,"TNEB la bill ₹2,890 outstanding. Power cut aagum. Ippave pay pannunga.","tneb la bill ₹2,890 outstanding. power cut aagum. ippave pay pannunga.",ta-en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0037,Unga Aadhaar card suspend aagum. Update pannunga: http://aadhaar-update-tn.in,unga aadhaar card suspend aagum. update pannunga: http://aadhaar-update-tn.in,ta-en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0038,Part time job venuma? Daily ₹2000 varai. WhatsApp pannunga 9876543210,part time job venuma? daily ₹2000 varai. whatsapp pannunga 9876543210,ta-en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0039,"Courier delivery unga address ku vanjudhu. Customs clearance fee ₹3,500 kattanum.","courier delivery unga address ku vanjudhu. customs clearance fee ₹3,500 kattanum.",en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0040,"PM Kisan scheme la ₹2,000 eligible aagirukku. Click pannunga: http://pmkisan-tn.in","pm kisan scheme la ₹2,000 eligible aagirukku. click pannunga: http://pmkisan-tn.in",ta-en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0041,"Google Pay la ₹25,000 lottery prize. Claim: http://gpay-tamil.in","google pay la ₹25,000 lottery prize. claim: http://gpay-tamil.in",en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0042,"Amazon job work from home. Monthly ₹45,000 salary. Registration fee ₹999.","amazon job work from home. monthly ₹45,000 salary. registration fee ₹999.",en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0043,Unga phone number ku OTP vanthirukku. OTP: 784321. Yarum share pannathinga.,unga phone number ku otp vanthirukku. otp: 784321. yarum share pannathinga.,ta-en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0044,"Electricity bill overpayment refund ₹1,200. Claim: http://tneb-refund-tn.in","electricity bill overpayment refund ₹1,200. claim: http://tneb-refund-tn.in",en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0045,Flipkart order deliver aagala. Click: http://flipkart-tn.in address confirm pannunga.,flipkart order deliver aagala. click: http://flipkart-tn.in address confirm pannunga.,ta-en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0046,RBI la unga account ku security issue. Ippave verify pannunga: http://rbi-tn.in,rbi la unga account ku security issue. ippave verify pannunga: http://rbi-tn.in,ta-en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0047,Modi ji govt scheme: free smartphone. Register pannikonga: http://freesmartphone.in,modi ji govt scheme: free smartphone. register pannikonga: http://freesmartphone.in,en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0048,"Unga bank loan pre-approved ₹3,00,000. Low interest. Accept: http://loan-tn.in","unga bank loan pre-approved ₹3,00,000. low interest. accept: http://loan-tn.in",en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0049,YouTube video rating job. Daily income ₹500-1000. Join free: http://yt-job-tn.in,youtube video rating job. daily income ₹500-1000. join free: http://yt-job-tn.in,en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0050,"SBI credit card outstanding ₹45,000. Late fee avoid panna pay now.","sbi credit card outstanding ₹45,000. late fee avoid panna pay now.",en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0051,Swiggy food review ku ₹300 per review. Interested ah? WhatsApp.,swiggy food review ku ₹300 per review. interested ah? whatsapp.,en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0052,Aadhaar-PAN link panna time short. Link: http://aadhaar-pan-tn.in,aadhaar-pan link panna time short. link: http://aadhaar-pan-tn.in,en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0053,"e-Shram card registration. Free ₹2,000 incentive. Click: http://eshram-tn.in","e-shram card registration. free ₹2,000 incentive. click: http://eshram-tn.in",en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0054,Courier tracking: unga parcel Dubai la irundhu customs clearance pending.,courier tracking: unga parcel dubai la irundhu customs clearance pending.,en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0055,Netflix subscription ₹499 automatic renew. Cancel: http://netflix-cancel-tn.in,netflix subscription ₹499 automatic renew. cancel: http://netflix-cancel-tn.in,en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0056,"Paytm cashback ₹5,000 unga account ku credit aagirukku. Claim pannunga.","paytm cashback ₹5,000 unga account ku credit aagirukku. claim pannunga.",ta-en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0057,PhonePe unga document verify panna request. Link: http://phonepay-verify-tn.in,phonepe unga document verify panna request. link: http://phonepay-verify-tn.in,en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0058,IRCTC ticket booking pending. Complete karo: http://irctc-tn.in,irctc ticket booking pending. complete karo: http://irctc-tn.in,en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0059,Chennai la unga house property tax pending. Pay online: http://chennai-tax.in,chennai la unga house property tax pending. pay online: http://chennai-tax.in,ta-en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0060,BSNL: unga number deactivate aagum. Re-verify: http://bsnl-recharge.in,bsnl: unga number deactivate aagum. re-verify: http://bsnl-recharge.in,en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0061,Airtel: unlimited 5G data offer. Claim: http://airtel-offer-tn.in,airtel: unlimited 5g data offer. claim: http://airtel-offer-tn.in,en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0062,Jio: unga plan renew pannunga otherwise number block. Link: http://jio-recharge-tn.in,jio: unga plan renew pannunga otherwise number block. link: http://jio-recharge-tn.in,ta-en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0063,Vodafone Idea: unga SIM inactive aagum. Re-verify KYC: http://vi-kyc.in,vodafone idea: unga sim inactive aagum. re-verify kyc: http://vi-kyc.in,en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0064,"SBI loan offer: ₹10,00,000 pre-approved. Processing fee ₹2,500 matum.","sbi loan offer: ₹10,00,000 pre-approved. processing fee ₹2,500 matum.",en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0065,Unga ATM card block aagirukku. Unblock: http://atm-unblock-tn.in,unga atm card block aagirukku. unblock: http://atm-unblock-tn.in,ta-en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0066,"Insurance policy maturity amount ₹75,000. Claim: http://insurance-tn.in","insurance policy maturity amount ₹75,000. claim: http://insurance-tn.in",en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0067,LIC policy lapsed. Premium pay pannunga: http://lic-pay-tn.in,lic policy lapsed. premium pay pannunga: http://lic-pay-tn.in,ta-en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0068,"PF account settlement ₹45,000 pending. Link: http://epfo-tn.in","pf account settlement ₹45,000 pending. link: http://epfo-tn.in",en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0069,"Aapke SBI account mein ₹50,000 credit hua hai. Check karein: http://sbi-offer.in","aapke sbi account mein ₹50,000 credit hua hai. check karein: http://sbi-offer.in",hi-en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0070,Aapka Aadhaar card block hone wala hai. Update karein: http://aadhaar-update.in,aapka aadhaar card block hone wala hai. update karein: http://aadhaar-update.in,hi-en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0071,"Flipkart se ₹25,000 ka lottery aapko mila hai. Claim karein.","flipkart se ₹25,000 ka lottery aapko mila hai. claim karein.",hi-en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0072,"PM Modi ji ki taraf se ₹5,000 aapke bank account mein bheje gaye.","pm modi ji ki taraf se ₹5,000 aapke bank account mein bheje gaye.",en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0073,"Courier mein aapka parcel pakda gaya. Customs fee ₹2,500 bharein.","courier mein aapka parcel pakda gaya. customs fee ₹2,500 bharein.",en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0074,KYC update nahi kiya toh account freeze ho jayega. Click: http://kyc-update.in,kyc update nahi kiya toh account freeze ho jayega. click: http://kyc-update.in,en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0075,"Aapki Google Pay par ₹10,000 ki lottery lagi hai. Claim karein.","aapki google pay par ₹10,000 ki lottery lagi hai. claim karein.",hi-en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0076,"Job karni hai ghar baithe? ₹50,000 salary. Registration fee ₹1,000.","job karni hai ghar baithe? ₹50,000 salary. registration fee ₹1,000.",hi-en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0077,RBI ka important notice: Aapka account suspend hone wala hai.,rbi ka important notice: aapka account suspend hone wala hai.,hi-en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
BANKING_FRAUD_0078,Bill payment failed. Aapki bijli kal se cut hogi. Pay karein: http://bill-pay.in,bill payment failed. aapki bijli kal se cut hogi. pay karein: http://bill-pay.in,en,BANKING_FRAUD,True,CRITICAL,scam,known_corpus,2.0.0-alpha,,,,
COURIER_SCAM_0001,"Your package has arrived at the warehouse and we attempted delivery twice but were unable to due to incomplete address information. Please update your address within 48 hours, otherwise the package will be returned. In order to update the address click on the link indisposegvs.top/IN","your package has arrived at the warehouse and we attempted delivery twice but were unable to due to incomplete address information. please update your address within 48 hours, otherwise the package will be returned. in order to update the address click on the link indisposegvs.top/in",en,COURIER_SCAM,True,HIGH,scam,pib,2.0.0-alpha,,,,
COURIER_SCAM_0002,Your parcel delivery has been attempted for the 2nd time please confirm your details or your item will be returned: https://indiapots.com/in,your parcel delivery has been attempted for the 2nd time please confirm your details or your item will be returned: https://indiapots.com/in,en,COURIER_SCAM,True,HIGH,scam,pib,2.0.0-alpha,,,,
COURIER_SCAM_0003,Your parcel could not be delivered. Update your address now at http://bit.ly/delivery-fix to avoid return.,your parcel could not be delivered. update your address now at http://bit.ly/delivery-fix to avoid return.,en,COURIER_SCAM,True,HIGH,scam,ncpc,2.0.0-alpha,,,,
COURIER_SCAM_0004,Your parcel is on hold due to incomplete address,your parcel is on hold due to incomplete address,en,COURIER_SCAM,True,HIGH,scam,ncpc,2.0.0-alpha,,,,
COURIER_SCAM_0005,Delivery failed. Pay Rs 5 redelivery fee,delivery failed. pay rs 5 redelivery fee,en,COURIER_SCAM,True,HIGH,scam,ncpc,2.0.0-alpha,,,,
COURIER_SCAM_0006,KYC required before shipment release,kyc required before shipment release,en,COURIER_SCAM,True,HIGH,scam,ncpc,2.0.0-alpha,,,,
COURIER_SCAM_0007,Customs clearance pending. Pay now,customs clearance pending. pay now,en,COURIER_SCAM,True,HIGH,scam,ncpc,2.0.0-alpha,,,,
COURIER_SCAM_0008,Your parcel is waiting for address confirmation. Click here to reschedule delivery,your parcel is waiting for address confirmation. click here to reschedule delivery,en,COURIER_SCAM,True,HIGH,scam,ncpc,2.0.0-alpha,,,,
COURIER_SCAM_0009,Your parcel from Dubai customs has been held. Release fee Rs 15000 required. http://dhl-customs.tk,your parcel from dubai customs has been held. release fee rs 15000 required. http://dhl-customs.tk,en,COURIER_SCAM,True,HIGH,scam,manual,2.0.0-alpha,,,,
COURIER_SCAM_0010,FedEx: Your package contains illegal items! Pay fine Rs 25000 to avoid legal action. http://fedex-alert.xyz,fedex: your package contains illegal items! pay fine rs 25000 to avoid legal action. http://fedex-alert.xyz,en,COURIER_SCAM,True,HIGH,scam,manual,2.0.0-alpha,,,,
COURIER_SCAM_0011,Blue Dart: Your international shipment is stuck at customs. Clearance fee Rs 8000. Pay now: http://dart-customs.ml,blue dart: your international shipment is stuck at customs. clearance fee rs 8000. pay now: http://dart-customs.ml,en,COURIER_SCAM,True,HIGH,scam,manual,2.0.0-alpha,,,,
COURIER_SCAM_0012,Amazon international parcel stopped at Mumbai customs. Pay Rs 12000 release fee: https://amazon-customs.tk,amazon international parcel stopped at mumbai customs. pay rs 12000 release fee: https://amazon-customs.tk,en,COURIER_SCAM,True,HIGH,scam,manual,2.0.0-alpha,,,,
